bstart,bend,receptor,protein,site,library,experiment,pdb
76442,76592,x0_913697_holo_apa_frame_1702_KNUC_KNUConly.pdbqt,RT,KNUC,VM,61,1VRT
76593,76743,x1FK9_EFZ1_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,VM,61,1FK9
76744,76894,x1FK9_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,VM,61,1FK9
76895,77045,x4IFY_A_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,VM,61,4IFY
77046,77196,x4IFY_A_RT_KNUC_KNUConly.pdbqt,RT,KNUC,VM,61,4IFY
77197,77347,x4IFY_A_T27_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,VM,61,4IFY
77348,77498,x4KFB_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,VM,61,4KFB
77499,77649,x4KFB_RT_KNUC_KNUConly.pdbqt,RT,KNUC,VM,61,4KFB
77650,77800,x4KFB_T27_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,VM,61,4KFB
77801,77832,x2ZD1_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,NF,62,2ZD1
77833,77864,x4IFY_A_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,NF,62,4IFY
77865,77896,x4KFB_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,NF,62,4KFB
77897,78131,x2ZD1_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,EN,63,2ZD1
78132,78366,x4IFY_A_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,EN,63,4IFY
78367,78601,x4KFB_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,EN,63,4KFB
78602,78703,x2ZD1_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,CB,64,2ZD1
78704,78805,x4IFY_A_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,CB,64,4IFY
78806,78907,x4KFB_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,CB,64,4KFB
78908,78958,x2ZD1_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,AS,65,2ZD1
78959,79009,x4IFY_A_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,AS,65,4IFY
79010,79060,x4KFB_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,AS,65,4KFB
79061,79211,x2ZD1_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,VM,66,2ZD1
79212,79362,x4IFY_A_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,VM,66,4IFY
79363,79513,x4KFB_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,VM,66,4KFB
79514,79545,x0_900762_holo_uc1_frame_963_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79546,79577,x0_902966_holo_uc1_frame_209_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79578,79609,x0_903582_holo_uc1_frame_1452_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79610,79641,x0_904325_holo_apa_frame_1701_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79642,79673,x0_904575_holo_uc1_frame_1781_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79674,79705,x0_904847_holo_uc1_frame_326_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79706,79737,x0_906226_holo_uc1_frame_63_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79738,79769,x0_906502_holo_uc1_frame_693_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79770,79801,x0_906739_holo_uc1_frame_1076_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79802,79833,x0_910247_holo_uc1_frame_978_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79834,79865,x0_910646_holo_uc1_frame_1038_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79866,79897,x0_912157_holo_apa_frame_1301_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79898,79929,x0_912185_holo_uc1_frame_205_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79930,79961,x0_912718_holo_apa_frame_1845_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79962,79993,x0_912728_holo_uc1_frame_1062_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
79994,80025,x0_922788_holo_uc1_frame_455_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
80026,80057,x0_923516_holo_uc1_frame_128_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
80058,80089,x0_928821_holo_uc1_frame_572_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
80090,80121,x0_930285_holo_uc1_frame_653_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
80122,80153,x0_931379_holo_apa_frame_1628_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
80154,80185,x0_950626_holo_uc1_frame_1198_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
80186,80217,x1BQM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1BQM
80218,80249,x1EP4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1EP4
80250,80281,x1FK9_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1FK9
80282,80313,x1KLM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1KLM
80314,80345,x1RT1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1RT1
80346,80377,x1RT4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1RT4
80378,80409,x1VRT_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRT
80410,80441,x1VRU_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,1VRU
80442,80473,x2ZD1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,2ZD1
80474,80505,x4IFY_A_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,NF,67,4IFY
80506,80740,x0_900762_holo_uc1_frame_963_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
80741,80975,x0_902966_holo_uc1_frame_209_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
80976,81210,x0_903582_holo_uc1_frame_1452_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
81211,81445,x0_904325_holo_apa_frame_1701_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
81446,81680,x0_904575_holo_uc1_frame_1781_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
81681,81915,x0_904847_holo_uc1_frame_326_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
81916,82150,x0_906226_holo_uc1_frame_63_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
82151,82385,x0_906502_holo_uc1_frame_693_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
82386,82620,x0_906739_holo_uc1_frame_1076_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
82621,82855,x0_910247_holo_uc1_frame_978_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
82856,83090,x0_910646_holo_uc1_frame_1038_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
83091,83325,x0_912157_holo_apa_frame_1301_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
83326,83560,x0_912185_holo_uc1_frame_205_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
83561,83795,x0_912718_holo_apa_frame_1845_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
83796,84030,x0_912728_holo_uc1_frame_1062_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
84031,84265,x0_922788_holo_uc1_frame_455_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
84266,84500,x0_923516_holo_uc1_frame_128_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
84501,84735,x0_928821_holo_uc1_frame_572_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
84736,84970,x0_930285_holo_uc1_frame_653_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
84971,85205,x0_931379_holo_apa_frame_1628_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
85206,85440,x0_950626_holo_uc1_frame_1198_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
85441,85675,x1BQM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1BQM
85676,85910,x1EP4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1EP4
85911,86145,x1FK9_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1FK9
86146,86380,x1KLM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1KLM
86381,86615,x1RT1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1RT1
86616,86850,x1RT4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1RT4
86851,87085,x1VRT_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRT
87086,87320,x1VRU_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,1VRU
87321,87555,x2ZD1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,2ZD1
87556,87790,x4IFY_A_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,EN,68,4IFY
87791,87892,x0_900762_holo_uc1_frame_963_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
87893,87994,x0_902966_holo_uc1_frame_209_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
87995,88096,x0_903582_holo_uc1_frame_1452_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
88097,88198,x0_904325_holo_apa_frame_1701_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
88199,88300,x0_904575_holo_uc1_frame_1781_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
88301,88402,x0_904847_holo_uc1_frame_326_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
88403,88504,x0_906226_holo_uc1_frame_63_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
88505,88606,x0_906502_holo_uc1_frame_693_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
88607,88708,x0_906739_holo_uc1_frame_1076_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
88709,88810,x0_910247_holo_uc1_frame_978_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
88811,88912,x0_910646_holo_uc1_frame_1038_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
88913,89014,x0_912157_holo_apa_frame_1301_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
89015,89116,x0_912185_holo_uc1_frame_205_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
89117,89218,x0_912718_holo_apa_frame_1845_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
89219,89320,x0_912728_holo_uc1_frame_1062_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
89321,89422,x0_922788_holo_uc1_frame_455_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
89423,89524,x0_923516_holo_uc1_frame_128_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
89525,89626,x0_928821_holo_uc1_frame_572_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
89627,89728,x0_930285_holo_uc1_frame_653_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
89729,89830,x0_931379_holo_apa_frame_1628_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
89831,89932,x0_950626_holo_uc1_frame_1198_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
89933,90034,x1BQM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1BQM
90035,90136,x1EP4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1EP4
90137,90238,x1FK9_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1FK9
90239,90340,x1KLM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1KLM
90341,90442,x1RT1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1RT1
90443,90544,x1RT4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1RT4
90545,90646,x1VRT_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRT
90647,90748,x1VRU_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,1VRU
90749,90850,x2ZD1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,2ZD1
90851,90952,x4IFY_A_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,CB,69,4IFY
90953,91003,x0_900762_holo_uc1_frame_963_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91004,91054,x0_902966_holo_uc1_frame_209_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91055,91105,x0_903582_holo_uc1_frame_1452_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91106,91156,x0_904325_holo_apa_frame_1701_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91157,91207,x0_904575_holo_uc1_frame_1781_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91208,91258,x0_904847_holo_uc1_frame_326_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91259,91309,x0_906226_holo_uc1_frame_63_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91310,91360,x0_906502_holo_uc1_frame_693_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91361,91411,x0_906739_holo_uc1_frame_1076_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91412,91462,x0_910247_holo_uc1_frame_978_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91463,91513,x0_910646_holo_uc1_frame_1038_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91514,91564,x0_912157_holo_apa_frame_1301_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91565,91615,x0_912185_holo_uc1_frame_205_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91616,91666,x0_912718_holo_apa_frame_1845_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91667,91717,x0_912728_holo_uc1_frame_1062_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91718,91768,x0_922788_holo_uc1_frame_455_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91769,91819,x0_923516_holo_uc1_frame_128_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91820,91870,x0_928821_holo_uc1_frame_572_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91871,91921,x0_930285_holo_uc1_frame_653_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91922,91972,x0_931379_holo_apa_frame_1628_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
91973,92023,x0_950626_holo_uc1_frame_1198_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
92024,92074,x1BQM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1BQM
92075,92125,x1EP4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1EP4
92126,92176,x1FK9_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1FK9
92177,92227,x1KLM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1KLM
92228,92278,x1RT1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1RT1
92279,92329,x1RT4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1RT4
92330,92380,x1VRT_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRT
92381,92431,x1VRU_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,1VRU
92432,92482,x2ZD1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,2ZD1
92483,92533,x4IFY_A_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,AS,70,4IFY
92534,92684,x0_900762_holo_uc1_frame_963_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
92685,92835,x0_902966_holo_uc1_frame_209_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
92836,92986,x0_903582_holo_uc1_frame_1452_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
92987,93137,x0_904325_holo_apa_frame_1701_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
93138,93288,x0_904575_holo_uc1_frame_1781_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
93289,93439,x0_904847_holo_uc1_frame_326_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
93440,93590,x0_906226_holo_uc1_frame_63_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
93591,93741,x0_906502_holo_uc1_frame_693_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
93742,93892,x0_906739_holo_uc1_frame_1076_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
93893,94043,x0_910247_holo_uc1_frame_978_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
94044,94194,x0_910646_holo_uc1_frame_1038_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
94195,94345,x0_912157_holo_apa_frame_1301_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
94346,94496,x0_912185_holo_uc1_frame_205_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
94497,94647,x0_912718_holo_apa_frame_1845_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
94648,94798,x0_912728_holo_uc1_frame_1062_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
94799,94949,x0_922788_holo_uc1_frame_455_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
94950,95100,x0_923516_holo_uc1_frame_128_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
95101,95251,x0_928821_holo_uc1_frame_572_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
95252,95402,x0_930285_holo_uc1_frame_653_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
95403,95553,x0_931379_holo_apa_frame_1628_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
95554,95704,x0_950626_holo_uc1_frame_1198_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
95705,95855,x1BQM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1BQM
95856,96006,x1EP4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1EP4
96007,96157,x1FK9_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1FK9
96158,96308,x1KLM_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1KLM
96309,96459,x1RT1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1RT1
96460,96610,x1RT4_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1RT4
96611,96761,x1VRT_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRT
96762,96912,x1VRU_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,1VRU
96913,97063,x2ZD1_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,2ZD1
97064,97214,x4IFY_A_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,VM,71,4IFY
97215,97531,x3kf0_recFH.pdbqt,PR,exo,NF,72,3KF0
97532,97848,xPR_wC6_11_1ref9FH.pdbqt,PR,exo,NF,72,DSTT
97849,98165,x3kf0_recFH.pdbqt,PR,exo,NF,72,3KF0
98166,98482,xPR_wC6_11_1ref9FH.pdbqt,PR,exo,NF,72,DSTT
98483,98799,x3kf0_recFH.pdbqt,PR,exo,NF,72,3KF0
98800,99116,xPR_wC6_11_1ref9FH.pdbqt,PR,exo,NF,72,DSTT
99117,99433,x3kf0_recFH.pdbqt,PR,exo,NF,72,3KF0
99434,99750,xPR_wC6_11_1ref9FH.pdbqt,PR,exo,NF,72,DSTT
99751,100067,x3kf0_recFH.pdbqt,PR,exo,NF,72,3KF0
100068,100384,xPR_wC6_11_1ref9FH.pdbqt,PR,exo,NF,72,DSTT
100385,100701,x3kf0_recFH.pdbqt,PR,exo,NF,72,3KF0
100702,101018,xPR_wC6_11_1ref9FH.pdbqt,PR,exo,NF,72,DSTT
101019,101335,x3kf0_recFH.pdbqt,PR,exo,NF,72,3KF0
101336,101652,xPR_wC6_11_1ref9FH.pdbqt,PR,exo,NF,72,DSTT
101653,101969,x3kf0A.pdbqt,PR,exo,NF,73,3KF0
101970,102286,xPRwC6A.pdbqt,PR,exo,NF,73,DSTT
102287,102603,x3kf0B.pdbqt,PR,exo,NF,73,3KF0
102604,102920,xPRwC6B.pdbqt,PR,exo,NF,73,DSTT
102921,105265,x3kf0A.pdbqt,PR,exo,EN,74,3KF0
105266,107643,xPRwC6A.pdbqt,PR,exo,EN,74,DSTT
107644,109955,x3kf0B.pdbqt,PR,exo,EN,74,3KF0
109956,112300,xPRwC6B.pdbqt,PR,exo,EN,74,DSTT
112301,113314,x3kf0A.pdbqt,PR,exo,CB,75,3KF0
113315,114328,xPRwC6A.pdbqt,PR,exo,CB,75,DSTT
114329,115342,x3kf0B.pdbqt,PR,exo,CB,75,3KF0
115343,116356,xPRwC6B.pdbqt,PR,exo,CB,75,DSTT
116357,116863,x3kf0A.pdbqt,PR,exo,AS,76,3KF0
116864,117370,xPRwC6A.pdbqt,PR,exo,AS,76,DSTT
117371,117877,x3kf0B.pdbqt,PR,exo,AS,76,3KF0
117878,118384,xPRwC6B.pdbqt,PR,exo,AS,76,DSTT
118385,119888,x3kf0A.pdbqt,PR,exo,VM,77,3KF0
119889,121392,xPRwC6A.pdbqt,PR,exo,VM,77,DSTT
121393,122896,x3kf0B.pdbqt,PR,exo,VM,77,3KF0
122897,124400,xPRwC6B.pdbqt,PR,exo,VM,77,DSTT
124401,124477,x3kf0A.pdbqt,PR,exo,MB,78,3KF0
124478,124554,xPRwC6A.pdbqt,PR,exo,MB,78,DSTT
124555,124631,x3kf0B.pdbqt,PR,exo,MB,78,3KF0
124632,124708,xPRwC6B.pdbqt,PR,exo,MB,78,DSTT
,,x3kf0A.pdbqt,,,NF,79,3KF0
,,xPRwC6A.pdbqt,,,NF,79,DSTT
,,x3kf0B.pdbqt,,,NF,79,3KF0
,,xPRwC6B.pdbqt,,,NF,79,DSTT
124529,124763,x3kf0A.pdbqt,PR,exo,EN,80,3KF0
124764,124998,xPRwC6A.pdbqt,PR,exo,EN,80,DSTT
124999,125233,x3kf0B.pdbqt,PR,exo,EN,80,3KF0
125234,125468,xPRwC6B.pdbqt,PR,exo,EN,80,DSTT
125469,125570,x3kf0A.pdbqt,PR,exo,CB,81,3KF0
125571,125672,xPRwC6A.pdbqt,PR,exo,CB,81,DSTT
125673,125774,x3kf0B.pdbqt,PR,exo,CB,81,3KF0
125775,125876,xPRwC6B.pdbqt,PR,exo,CB,81,DSTT
125877,125927,x3kf0A.pdbqt,PR,exo,AS,82,3KF0
125928,125978,xPRwC6A.pdbqt,PR,exo,AS,82,DSTT
125979,126029,x3kf0B.pdbqt,PR,exo,AS,82,3KF0
126030,126080,xPRwC6B.pdbqt,PR,exo,AS,82,DSTT
126081,126231,x3kf0A.pdbqt,PR,exo,VM,83,3KF0
126232,126382,xPRwC6A.pdbqt,PR,exo,VM,83,DSTT
126383,126533,x3kf0B.pdbqt,PR,exo,VM,83,3KF0
126534,126684,xPRwC6B.pdbqt,PR,exo,VM,83,DSTT
126685,126692,x3kf0A.pdbqt,PR,exo,MB,84,3KF0
126693,126700,xPRwC6A.pdbqt,PR,exo,MB,84,DSTT
126701,126708,x3kf0B.pdbqt,PR,exo,MB,84,3KF0
126709,126716,xPRwC6B.pdbqt,PR,exo,MB,84,DSTT
127057,127088,x1ZTZ_1f1_A.pdbqt,PR,1f1,NF,85,1ZTZ
127089,127120,x1ZTZ_1f1_B.pdbqt,PR,1f1,NF,85,1ZTZ
127121,127152,x1ZTZ_disulfide_A.pdbqt,PR,disulfide,NF,85,1ZTZ
127153,127184,x1ZTZ_disulfide_B.pdbqt,PR,disulfide,NF,85,1ZTZ
127185,127216,x1ZTZ_ear_A.pdbqt,PR,ear,NF,85,1ZTZ
127217,127248,x1ZTZ_ear_B.pdbqt,PR,ear,NF,85,1ZTZ
127249,127280,x1ZTZ_exo_A.pdbqt,PR,exo,NF,85,1ZTZ
127281,127312,x1ZTZ_exo_B.pdbqt,PR,exo,NF,85,1ZTZ
127313,127344,x3I8W_monomer_1f1.pdbqt,PR,1f1,NF,85,3I8W
127345,127376,x3I8W_monomer_disulfide.pdbqt,PR,disulfide,NF,85,3I8W
127377,127408,x3I8W_monomer_ear.pdbqt,PR,ear,NF,85,3I8W
127409,127440,x3I8W_monomer_exo.pdbqt,PR,exo,NF,85,3I8W
127441,127472,x3KF0_1f1_A.pdbqt,PR,1f1,NF,85,3KF0
127473,127504,x3KF0_1f1_B.pdbqt,PR,1f1,NF,85,3KF0
127505,127536,x3KF0_disulfide_A.pdbqt,PR,disulfide,NF,85,3KF0
127537,127568,x3KF0_disulfide_B.pdbqt,PR,disulfide,NF,85,3KF0
127569,127600,x3KF0_ear_A.pdbqt,PR,ear,NF,85,3KF0
127601,127632,x3KF0_ear_B.pdbqt,PR,ear,NF,85,3KF0
